,Entity,Code,Day,Human cases with highly pathogenic avian influenza A/H5N1 (monthly),yyyy_mm
8709,Thailand,THA,2020-01-09,0,2020-01
8710,Thailand,THA,2020-01-10,0,2020-01
8711,Thailand,THA,2020-01-11,0,2020-01
8712,Thailand,THA,2020-01-12,0,2020-01
8713,Thailand,THA,2021-01-01,0,2021-01
8714,Thailand,THA,2021-01-02,0,2021-01
8715,Thailand,THA,2021-01-03,0,2021-01
8716,Thailand,THA,2021-01-04,0,2021-01
8717,Thailand,THA,2021-01-05,0,2021-01
8718,Thailand,THA,2021-01-06,0,2021-01
8719,Thailand,THA,2021-01-07,0,2021-01
8720,Thailand,THA,2021-01-08,0,2021-01
8721,Thailand,THA,2021-01-09,0,2021-01
8722,Thailand,THA,2021-01-10,0,2021-01
8723,Thailand,THA,2021-01-11,0,2021-01
8724,Thailand,THA,2021-01-12,0,2021-01
8725,Thailand,THA,2022-01-01,0,2022-01
8726,Thailand,THA,2022-01-02,0,2022-01
8727,Thailand,THA,2022-01-03,0,2022-01
8728,Thailand,THA,2022-01-04,0,2022-01
8729,Thailand,THA,2022-01-05,0,2022-01
8730,Thailand,THA,2022-01-06,0,2022-01
8731,Thailand,THA,2022-01-07,0,2022-01
8732,Thailand,THA,2022-01-08,0,2022-01
8733,Thailand,THA,2022-01-09,0,2022-01
8734,Thailand,THA,2022-01-10,0,2022-01
8735,Thailand,THA,2022-01-11,0,2022-01
8736,Thailand,THA,2022-01-12,0,2022-01
8737,Thailand,THA,2023-01-01,0,2023-01
8738,Thailand,THA,2023-01-02,0,2023-01
8739,Thailand,THA,2023-01-03,0,2023-01
8740,Thailand,THA,2023-01-04,0,2023-01
8741,Thailand,THA,2023-01-05,0,2023-01
8742,Thailand,THA,2023-01-06,0,2023-01
8743,Thailand,THA,2023-01-07,0,2023-01
8744,Thailand,THA,2023-01-08,0,2023-01
8745,Thailand,THA,2023-01-09,0,2023-01
8746,Thailand,THA,2023-01-10,0,2023-01
8747,Thailand,THA,2023-01-11,0,2023-01
8748,Thailand,THA,2023-01-12,0,2023-01
8749,Thailand,THA,2024-01-01,0,2024-01
8750,Thailand,THA,2024-01-02,0,2024-01
8751,Thailand,THA,2024-01-03,0,2024-01
8752,Thailand,THA,2024-01-04,0,2024-01
8753,Thailand,THA,2024-01-05,0,2024-01
8754,Thailand,THA,2024-01-06,0,2024-01
8755,Thailand,THA,2024-01-07,0,2024-01
8756,Thailand,THA,2024-01-08,0,2024-01
8757,Thailand,THA,2024-01-09,0,2024-01
8758,Thailand,THA,2024-01-10,0,2024-01
8759,Thailand,THA,2024-01-11,0,2024-01
8760,Thailand,THA,2024-01-12,0,2024-01
8761,Thailand,THA,2025-01-01,0,2025-01
8762,Turkey,TUR,1997-01-01,0,1997-01
8763,Turkey,TUR,1997-01-02,0,1997-01
8764,Turkey,TUR,1997-01-03,0,1997-01
8765,Turkey,TUR,1997-01-04,0,1997-01
8766,Turkey,TUR,1997-01-05,0,1997-01
8767,Turkey,TUR,1997-01-06,0,1997-01
8768,Turkey,TUR,1997-01-07,0,1997-01
8769,Turkey,TUR,1997-01-08,0,1997-01
8770,Turkey,TUR,1997-01-09,0,1997-01
8771,Turkey,TUR,1997-01-10,0,1997-01
8772,Turkey,TUR,1997-01-11,0,1997-01
8773,Turkey,TUR,1997-01-12,0,1997-01
8774,Turkey,TUR,1998-01-01,0,1998-01
8775,Turkey,TUR,1998-01-02,0,1998-01
8776,Turkey,TUR,1998-01-03,0,1998-01
8777,Turkey,TUR,1998-01-04,0,1998-01
8778,Turkey,TUR,1998-01-05,0,1998-01
8779,Turkey,TUR,1998-01-06,0,1998-01
8780,Turkey,TUR,1998-01-07,0,1998-01
8781,Turkey,TUR,1998-01-08,0,1998-01
8782,Turkey,TUR,1998-01-09,0,1998-01
8783,Turkey,TUR,1998-01-10,0,1998-01
8784,Turkey,TUR,1998-01-11,0,1998-01
8785,Turkey,TUR,1998-01-12,0,1998-01
8786,Turkey,TUR,1999-01-01,0,1999-01
8787,Turkey,TUR,1999-01-02,0,1999-01
8788,Turkey,TUR,1999-01-03,0,1999-01
8789,Turkey,TUR,1999-01-04,0,1999-01
8790,Turkey,TUR,1999-01-05,0,1999-01
8791,Turkey,TUR,1999-01-06,0,1999-01
8792,Turkey,TUR,1999-01-07,0,1999-01
8793,Turkey,TUR,1999-01-08,0,1999-01
8794,Turkey,TUR,1999-01-09,0,1999-01
8795,Turkey,TUR,1999-01-10,0,1999-01
8796,Turkey,TUR,1999-01-11,0,1999-01
8797,Turkey,TUR,1999-01-12,0,1999-01
8798,Turkey,TUR,2000-01-01,0,2000-01
8799,Turkey,TUR,2000-01-02,0,2000-01
8800,Turkey,TUR,2000-01-03,0,2000-01
8801,Turkey,TUR,2000-01-04,0,2000-01
8802,Turkey,TUR,2000-01-05,0,2000-01
8803,Turkey,TUR,2000-01-06,0,2000-01
8804,Turkey,TUR,2000-01-07,0,2000-01
8805,Turkey,TUR,2000-01-08,0,2000-01
8806,Turkey,TUR,2000-01-09,0,2000-01
8807,Turkey,TUR,2000-01-10,0,2000-01
8808,Turkey,TUR,2000-01-11,0,2000-01
8809,Turkey,TUR,2000-01-12,0,2000-01
8810,Turkey,TUR,2001-01-01,0,2001-01
8811,Turkey,TUR,2001-01-02,0,2001-01
8812,Turkey,TUR,2001-01-03,0,2001-01
8813,Turkey,TUR,2001-01-04,0,2001-01
8814,Turkey,TUR,2001-01-05,0,2001-01
8815,Turkey,TUR,2001-01-06,0,2001-01
8816,Turkey,TUR,2001-01-07,0,2001-01
8817,Turkey,TUR,2001-01-08,0,2001-01
8818,Turkey,TUR,2001-01-09,0,2001-01
8819,Turkey,TUR,2001-01-10,0,2001-01
8820,Turkey,TUR,2001-01-11,0,2001-01
8821,Turkey,TUR,2001-01-12,0,2001-01
8822,Turkey,TUR,2002-01-01,0,2002-01
8823,Turkey,TUR,2002-01-02,0,2002-01
8824,Turkey,TUR,2002-01-03,0,2002-01
8825,Turkey,TUR,2002-01-04,0,2002-01
8826,Turkey,TUR,2002-01-05,0,2002-01
8827,Turkey,TUR,2002-01-06,0,2002-01
8828,Turkey,TUR,2002-01-07,0,2002-01
8829,Turkey,TUR,2002-01-08,0,2002-01
8830,Turkey,TUR,2002-01-09,0,2002-01
8831,Turkey,TUR,2002-01-10,0,2002-01
8832,Turkey,TUR,2002-01-11,0,2002-01
8833,Turkey,TUR,2002-01-12,0,2002-01
8834,Turkey,TUR,2003-01-01,0,2003-01
8835,Turkey,TUR,2003-01-02,0,2003-01
8836,Turkey,TUR,2003-01-03,0,2003-01
8837,Turkey,TUR,2003-01-04,0,2003-01
8838,Turkey,TUR,2003-01-05,0,2003-01
8839,Turkey,TUR,2003-01-06,0,2003-01
8840,Turkey,TUR,2003-01-07,0,2003-01
8841,Turkey,TUR,2003-01-08,0,2003-01
8842,Turkey,TUR,2003-01-09,0,2003-01
8843,Turkey,TUR,2003-01-10,0,2003-01
8844,Turkey,TUR,2003-01-11,0,2003-01
8845,Turkey,TUR,2003-01-12,0,2003-01
8846,Turkey,TUR,2004-01-01,0,2004-01
8847,Turkey,TUR,2004-01-02,0,2004-01
8848,Turkey,TUR,2004-01-03,0,2004-01
8849,Turkey,TUR,2004-01-04,0,2004-01
8850,Turkey,TUR,2004-01-05,0,2004-01
8851,Turkey,TUR,2004-01-06,0,2004-01
8852,Turkey,TUR,2004-01-07,0,2004-01
8853,Turkey,TUR,2004-01-08,0,2004-01
8854,Turkey,TUR,2004-01-09,0,2004-01
8855,Turkey,TUR,2004-01-10,0,2004-01
8856,Turkey,TUR,2004-01-11,0,2004-01
8857,Turkey,TUR,2004-01-12,0,2004-01
8858,Turkey,TUR,2005-01-01,0,2005-01
8859,Turkey,TUR,2005-01-02,0,2005-01
8860,Turkey,TUR,2005-01-03,0,2005-01
8861,Turkey,TUR,2005-01-04,0,2005-01
8862,Turkey,TUR,2005-01-05,0,2005-01
8863,Turkey,TUR,2005-01-06,0,2005-01
8864,Turkey,TUR,2005-01-07,0,2005-01
8865,Turkey,TUR,2005-01-08,0,2005-01
8866,Turkey,TUR,2005-01-09,0,2005-01
8867,Turkey,TUR,2005-01-10,0,2005-01
8868,Turkey,TUR,2005-01-11,0,2005-01
8869,Turkey,TUR,2005-01-12,2,2005-01
8870,Turkey,TUR,2006-01-01,10,2006-01
8871,Turkey,TUR,2006-01-02,0,2006-01
8872,Turkey,TUR,2006-01-03,0,2006-01
8873,Turkey,TUR,2006-01-04,0,2006-01
8874,Turkey,TUR,2006-01-05,0,2006-01
8875,Turkey,TUR,2006-01-06,0,2006-01
8876,Turkey,TUR,2006-01-07,0,2006-01
8877,Turkey,TUR,2006-01-08,0,2006-01
8878,Turkey,TUR,2006-01-09,0,2006-01
8879,Turkey,TUR,2006-01-10,0,2006-01
8880,Turkey,TUR,2006-01-11,0,2006-01
8881,Turkey,TUR,2006-01-12,0,2006-01
8882,Turkey,TUR,2007-01-01,0,2007-01
8883,Turkey,TUR,2007-01-02,0,2007-01
8884,Turkey,TUR,2007-01-03,0,2007-01
8885,Turkey,TUR,2007-01-04,0,2007-01
8886,Turkey,TUR,2007-01-05,0,2007-01
8887,Turkey,TUR,2007-01-06,0,2007-01
8888,Turkey,TUR,2007-01-07,0,2007-01
8889,Turkey,TUR,2007-01-08,0,2007-01
8890,Turkey,TUR,2007-01-09,0,2007-01
8891,Turkey,TUR,2007-01-10,0,2007-01
8892,Turkey,TUR,2007-01-11,0,2007-01
8893,Turkey,TUR,2007-01-12,0,2007-01
8894,Turkey,TUR,2008-01-01,0,2008-01
8895,Turkey,TUR,2008-01-02,0,2008-01
8896,Turkey,TUR,2008-01-03,0,2008-01
8897,Turkey,TUR,2008-01-04,0,2008-01
8898,Turkey,TUR,2008-01-05,0,2008-01
8899,Turkey,TUR,2008-01-06,0,2008-01
8900,Turkey,TUR,2008-01-07,0,2008-01
8901,Turkey,TUR,2008-01-08,0,2008-01
8902,Turkey,TUR,2008-01-09,0,2008-01
8903,Turkey,TUR,2008-01-10,0,2008-01
8904,Turkey,TUR,2008-01-11,0,2008-01
8905,Turkey,TUR,2008-01-12,0,2008-01
8906,Turkey,TUR,2009-01-01,0,2009-01
8907,Turkey,TUR,2009-01-02,0,2009-01
8908,Turkey,TUR,2009-01-03,0,2009-01
8909,Turkey,TUR,2009-01-04,0,2009-01
8910,Turkey,TUR,2009-01-05,0,2009-01
8911,Turkey,TUR,2009-01-06,0,2009-01
8912,Turkey,TUR,2009-01-07,0,2009-01
8913,Turkey,TUR,2009-01-08,0,2009-01
8914,Turkey,TUR,2009-01-09,0,2009-01
8915,Turkey,TUR,2009-01-10,0,2009-01
8916,Turkey,TUR,2009-01-11,0,2009-01
8917,Turkey,TUR,2009-01-12,0,2009-01
8918,Turkey,TUR,2010-01-01,0,2010-01
8919,Turkey,TUR,2010-01-02,0,2010-01
8920,Turkey,TUR,2010-01-03,0,2010-01
8921,Turkey,TUR,2010-01-04,0,2010-01
8922,Turkey,TUR,2010-01-05,0,2010-01
8923,Turkey,TUR,2010-01-06,0,2010-01
8924,Turkey,TUR,2010-01-07,0,2010-01
8925,Turkey,TUR,2010-01-08,0,2010-01
8926,Turkey,TUR,2010-01-09,0,2010-01
8927,Turkey,TUR,2010-01-10,0,2010-01
8928,Turkey,TUR,2010-01-11,0,2010-01
8929,Turkey,TUR,2010-01-12,0,2010-01
8930,Turkey,TUR,2011-01-01,0,2011-01
8931,Turkey,TUR,2011-01-02,0,2011-01
8932,Turkey,TUR,2011-01-03,0,2011-01
8933,Turkey,TUR,2011-01-04,0,2011-01
8934,Turkey,TUR,2011-01-05,0,2011-01
8935,Turkey,TUR,2011-01-06,0,2011-01
8936,Turkey,TUR,2011-01-07,0,2011-01
8937,Turkey,TUR,2011-01-08,0,2011-01
8938,Turkey,TUR,2011-01-09,0,2011-01
8939,Turkey,TUR,2011-01-10,0,2011-01
8940,Turkey,TUR,2011-01-11,0,2011-01
8941,Turkey,TUR,2011-01-12,0,2011-01
8942,Turkey,TUR,2012-01-01,0,2012-01
8943,Turkey,TUR,2012-01-02,0,2012-01
8944,Turkey,TUR,2012-01-03,0,2012-01
8945,Turkey,TUR,2012-01-04,0,2012-01
8946,Turkey,TUR,2012-01-05,0,2012-01
8947,Turkey,TUR,2012-01-06,0,2012-01
8948,Turkey,TUR,2012-01-07,0,2012-01
8949,Turkey,TUR,2012-01-08,0,2012-01
8950,Turkey,TUR,2012-01-09,0,2012-01
8951,Turkey,TUR,2012-01-10,0,2012-01
8952,Turkey,TUR,2012-01-11,0,2012-01
8953,Turkey,TUR,2012-01-12,0,2012-01
8954,Turkey,TUR,2013-01-01,0,2013-01
8955,Turkey,TUR,2013-01-02,0,2013-01
8956,Turkey,TUR,2013-01-03,0,2013-01
8957,Turkey,TUR,2013-01-04,0,2013-01
8958,Turkey,TUR,2013-01-05,0,2013-01
8959,Turkey,TUR,2013-01-06,0,2013-01
8960,Turkey,TUR,2013-01-07,0,2013-01
8961,Turkey,TUR,2013-01-08,0,2013-01
8962,Turkey,TUR,2013-01-09,0,2013-01
8963,Turkey,TUR,2013-01-10,0,2013-01
8964,Turkey,TUR,2013-01-11,0,2013-01
8965,Turkey,TUR,2013-01-12,0,2013-01
8966,Turkey,TUR,2014-01-01,0,2014-01
8967,Turkey,TUR,2014-01-02,0,2014-01
8968,Turkey,TUR,2014-01-03,0,2014-01
8969,Turkey,TUR,2014-01-04,0,2014-01
8970,Turkey,TUR,2014-01-05,0,2014-01
8971,Turkey,TUR,2014-01-06,0,2014-01
8972,Turkey,TUR,2014-01-07,0,2014-01
8973,Turkey,TUR,2014-01-08,0,2014-01
8974,Turkey,TUR,2014-01-09,0,2014-01
8975,Turkey,TUR,2014-01-10,0,2014-01
8976,Turkey,TUR,2014-01-11,0,2014-01
8977,Turkey,TUR,2014-01-12,0,2014-01
8978,Turkey,TUR,2015-01-01,0,2015-01
8979,Turkey,TUR,2015-01-02,0,2015-01
8980,Turkey,TUR,2015-01-03,0,2015-01
8981,Turkey,TUR,2015-01-04,0,2015-01
8982,Turkey,TUR,2015-01-05,0,2015-01
8983,Turkey,TUR,2015-01-06,0,2015-01
8984,Turkey,TUR,2015-01-07,0,2015-01
8985,Turkey,TUR,2015-01-08,0,2015-01
8986,Turkey,TUR,2015-01-09,0,2015-01
8987,Turkey,TUR,2015-01-10,0,2015-01
8988,Turkey,TUR,2015-01-11,0,2015-01
8989,Turkey,TUR,2015-01-12,0,2015-01
8990,Turkey,TUR,2016-01-01,0,2016-01
8991,Turkey,TUR,2016-01-02,0,2016-01
8992,Turkey,TUR,2016-01-03,0,2016-01
8993,Turkey,TUR,2016-01-04,0,2016-01
8994,Turkey,TUR,2016-01-05,0,2016-01
8995,Turkey,TUR,2016-01-06,0,2016-01
8996,Turkey,TUR,2016-01-07,0,2016-01
8997,Turkey,TUR,2016-01-08,0,2016-01
8998,Turkey,TUR,2016-01-09,0,2016-01
8999,Turkey,TUR,2016-01-10,0,2016-01
9000,Turkey,TUR,2016-01-11,0,2016-01
9001,Turkey,TUR,2016-01-12,0,2016-01
9002,Turkey,TUR,2017-01-01,0,2017-01
9003,Turkey,TUR,2017-01-02,0,2017-01
9004,Turkey,TUR,2017-01-03,0,2017-01
9005,Turkey,TUR,2017-01-04,0,2017-01
9006,Turkey,TUR,2017-01-05,0,2017-01
9007,Turkey,TUR,2017-01-06,0,2017-01
9008,Turkey,TUR,2017-01-07,0,2017-01
9009,Turkey,TUR,2017-01-08,0,2017-01
9010,Turkey,TUR,2017-01-09,0,2017-01
9011,Turkey,TUR,2017-01-10,0,2017-01
9012,Turkey,TUR,2017-01-11,0,2017-01
9013,Turkey,TUR,2017-01-12,0,2017-01
9014,Turkey,TUR,2018-01-01,0,2018-01
9015,Turkey,TUR,2018-01-02,0,2018-01
9016,Turkey,TUR,2018-01-03,0,2018-01
9017,Turkey,TUR,2018-01-04,0,2018-01
9018,Turkey,TUR,2018-01-05,0,2018-01
9019,Turkey,TUR,2018-01-06,0,2018-01
9020,Turkey,TUR,2018-01-07,0,2018-01
9021,Turkey,TUR,2018-01-08,0,2018-01
9022,Turkey,TUR,2018-01-09,0,2018-01
9023,Turkey,TUR,2018-01-10,0,2018-01
9024,Turkey,TUR,2018-01-11,0,2018-01
9025,Turkey,TUR,2018-01-12,0,2018-01
9026,Turkey,TUR,2019-01-01,0,2019-01
9027,Turkey,TUR,2019-01-02,0,2019-01
9028,Turkey,TUR,2019-01-03,0,2019-01
9029,Turkey,TUR,2019-01-04,0,2019-01
9030,Turkey,TUR,2019-01-05,0,2019-01
9031,Turkey,TUR,2019-01-06,0,2019-01
9032,Turkey,TUR,2019-01-07,0,2019-01
9033,Turkey,TUR,2019-01-08,0,2019-01
9034,Turkey,TUR,2019-01-09,0,2019-01
9035,Turkey,TUR,2019-01-10,0,2019-01
9036,Turkey,TUR,2019-01-11,0,2019-01
9037,Turkey,TUR,2019-01-12,0,2019-01
9038,Turkey,TUR,2020-01-01,0,2020-01
9039,Turkey,TUR,2020-01-02,0,2020-01
9040,Turkey,TUR,2020-01-03,0,2020-01
9041,Turkey,TUR,2020-01-04,0,2020-01
9042,Turkey,TUR,2020-01-05,0,2020-01
9043,Turkey,TUR,2020-01-06,0,2020-01
9044,Turkey,TUR,2020-01-07,0,2020-01
9045,Turkey,TUR,2020-01-08,0,2020-01
9046,Turkey,TUR,2020-01-09,0,2020-01
9047,Turkey,TUR,2020-01-10,0,2020-01
9048,Turkey,TUR,2020-01-11,0,2020-01
9049,Turkey,TUR,2020-01-12,0,2020-01
9050,Turkey,TUR,2021-01-01,0,2021-01
9051,Turkey,TUR,2021-01-02,0,2021-01
9052,Turkey,TUR,2021-01-03,0,2021-01
9053,Turkey,TUR,2021-01-04,0,2021-01
9054,Turkey,TUR,2021-01-05,0,2021-01
9055,Turkey,TUR,2021-01-06,0,2021-01
9056,Turkey,TUR,2021-01-07,0,2021-01
9057,Turkey,TUR,2021-01-08,0,2021-01
9058,Turkey,TUR,2021-01-09,0,2021-01
9059,Turkey,TUR,2021-01-10,0,2021-01
9060,Turkey,TUR,2021-01-11,0,2021-01
9061,Turkey,TUR,2021-01-12,0,2021-01
9062,Turkey,TUR,2022-01-01,0,2022-01
9063,Turkey,TUR,2022-01-02,0,2022-01
9064,Turkey,TUR,2022-01-03,0,2022-01
9065,Turkey,TUR,2022-01-04,0,2022-01
9066,Turkey,TUR,2022-01-05,0,2022-01
9067,Turkey,TUR,2022-01-06,0,2022-01
9068,Turkey,TUR,2022-01-07,0,2022-01
9069,Turkey,TUR,2022-01-08,0,2022-01
9070,Turkey,TUR,2022-01-09,0,2022-01
9071,Turkey,TUR,2022-01-10,0,2022-01
9072,Turkey,TUR,2022-01-11,0,2022-01
9073,Turkey,TUR,2022-01-12,0,2022-01
9074,Turkey,TUR,2023-01-01,0,2023-01
9075,Turkey,TUR,2023-01-02,0,2023-01
9076,Turkey,TUR,2023-01-03,0,2023-01
9077,Turkey,TUR,2023-01-04,0,2023-01
9078,Turkey,TUR,2023-01-05,0,2023-01
9079,Turkey,TUR,2023-01-06,0,2023-01
9080,Turkey,TUR,2023-01-07,0,2023-01
9081,Turkey,TUR,2023-01-08,0,2023-01
9082,Turkey,TUR,2023-01-09,0,2023-01
9083,Turkey,TUR,2023-01-10,0,2023-01
9084,Turkey,TUR,2023-01-11,0,2023-01
9085,Turkey,TUR,2023-01-12,0,2023-01
9086,Turkey,TUR,2024-01-01,0,2024-01
9087,Turkey,TUR,2024-01-02,0,2024-01
9088,Turkey,TUR,2024-01-03,0,2024-01
9089,Turkey,TUR,2024-01-04,0,2024-01
9090,Turkey,TUR,2024-01-05,0,2024-01
9091,Turkey,TUR,2024-01-06,0,2024-01
9092,Turkey,TUR,2024-01-07,0,2024-01
9093,Turkey,TUR,2024-01-08,0,2024-01
9094,Turkey,TUR,2024-01-09,0,2024-01
9095,Turkey,TUR,2024-01-10,0,2024-01
9096,Turkey,TUR,2024-01-11,0,2024-01
9097,Turkey,TUR,2024-01-12,0,2024-01
9098,Turkey,TUR,2025-01-01,0,2025-01
9099,United Kingdom,GBR,1997-01-01,0,1997-01
9100,United Kingdom,GBR,1997-01-02,0,1997-01
9101,United Kingdom,GBR,1997-01-03,0,1997-01
9102,United Kingdom,GBR,1997-01-04,0,1997-01
9103,United Kingdom,GBR,1997-01-05,0,1997-01
9104,United Kingdom,GBR,1997-01-06,0,1997-01
9105,United Kingdom,GBR,1997-01-07,0,1997-01
9106,United Kingdom,GBR,1997-01-08,0,1997-01
9107,United Kingdom,GBR,1997-01-09,0,1997-01
9108,United Kingdom,GBR,1997-01-10,0,1997-01
9109,United Kingdom,GBR,1997-01-11,0,1997-01
9110,United Kingdom,GBR,1997-01-12,0,1997-01
9111,United Kingdom,GBR,1998-01-01,0,1998-01
9112,United Kingdom,GBR,1998-01-02,0,1998-01
9113,United Kingdom,GBR,1998-01-03,0,1998-01
9114,United Kingdom,GBR,1998-01-04,0,1998-01
9115,United Kingdom,GBR,1998-01-05,0,1998-01
9116,United Kingdom,GBR,1998-01-06,0,1998-01
9117,United Kingdom,GBR,1998-01-07,0,1998-01
9118,United Kingdom,GBR,1998-01-08,0,1998-01
9119,United Kingdom,GBR,1998-01-09,0,1998-01
9120,United Kingdom,GBR,1998-01-10,0,1998-01
9121,United Kingdom,GBR,1998-01-11,0,1998-01
9122,United Kingdom,GBR,1998-01-12,0,1998-01
9123,United Kingdom,GBR,1999-01-01,0,1999-01
9124,United Kingdom,GBR,1999-01-02,0,1999-01
9125,United Kingdom,GBR,1999-01-03,0,1999-01
9126,United Kingdom,GBR,1999-01-04,0,1999-01
9127,United Kingdom,GBR,1999-01-05,0,1999-01
9128,United Kingdom,GBR,1999-01-06,0,1999-01
9129,United Kingdom,GBR,1999-01-07,0,1999-01
9130,United Kingdom,GBR,1999-01-08,0,1999-01
9131,United Kingdom,GBR,1999-01-09,0,1999-01
9132,United Kingdom,GBR,1999-01-10,0,1999-01
9133,United Kingdom,GBR,1999-01-11,0,1999-01
9134,United Kingdom,GBR,1999-01-12,0,1999-01
9135,United Kingdom,GBR,2000-01-01,0,2000-01
9136,United Kingdom,GBR,2000-01-02,0,2000-01
9137,United Kingdom,GBR,2000-01-03,0,2000-01
9138,United Kingdom,GBR,2000-01-04,0,2000-01
9139,United Kingdom,GBR,2000-01-05,0,2000-01
9140,United Kingdom,GBR,2000-01-06,0,2000-01
9141,United Kingdom,GBR,2000-01-07,0,2000-01
9142,United Kingdom,GBR,2000-01-08,0,2000-01
9143,United Kingdom,GBR,2000-01-09,0,2000-01
9144,United Kingdom,GBR,2000-01-10,0,2000-01
9145,United Kingdom,GBR,2000-01-11,0,2000-01
9146,United Kingdom,GBR,2000-01-12,0,2000-01
9147,United Kingdom,GBR,2001-01-01,0,2001-01
9148,United Kingdom,GBR,2001-01-02,0,2001-01
9149,United Kingdom,GBR,2001-01-03,0,2001-01
9150,United Kingdom,GBR,2001-01-04,0,2001-01
9151,United Kingdom,GBR,2001-01-05,0,2001-01
9152,United Kingdom,GBR,2001-01-06,0,2001-01
9153,United Kingdom,GBR,2001-01-07,0,2001-01
9154,United Kingdom,GBR,2001-01-08,0,2001-01
9155,United Kingdom,GBR,2001-01-09,0,2001-01
9156,United Kingdom,GBR,2001-01-10,0,2001-01
9157,United Kingdom,GBR,2001-01-11,0,2001-01
9158,United Kingdom,GBR,2001-01-12,0,2001-01
9159,United Kingdom,GBR,2002-01-01,0,2002-01
9160,United Kingdom,GBR,2002-01-02,0,2002-01
9161,United Kingdom,GBR,2002-01-03,0,2002-01
9162,United Kingdom,GBR,2002-01-04,0,2002-01
9163,United Kingdom,GBR,2002-01-05,0,2002-01
9164,United Kingdom,GBR,2002-01-06,0,2002-01
9165,United Kingdom,GBR,2002-01-07,0,2002-01
9166,United Kingdom,GBR,2002-01-08,0,2002-01
9167,United Kingdom,GBR,2002-01-09,0,2002-01
9168,United Kingdom,GBR,2002-01-10,0,2002-01
9169,United Kingdom,GBR,2002-01-11,0,2002-01
9170,United Kingdom,GBR,2002-01-12,0,2002-01
9171,United Kingdom,GBR,2003-01-01,0,2003-01
9172,United Kingdom,GBR,2003-01-02,0,2003-01
9173,United Kingdom,GBR,2003-01-03,0,2003-01
9174,United Kingdom,GBR,2003-01-04,0,2003-01
9175,United Kingdom,GBR,2003-01-05,0,2003-01
9176,United Kingdom,GBR,2003-01-06,0,2003-01
9177,United Kingdom,GBR,2003-01-07,0,2003-01
9178,United Kingdom,GBR,2003-01-08,0,2003-01
9179,United Kingdom,GBR,2003-01-09,0,2003-01
9180,United Kingdom,GBR,2003-01-10,0,2003-01
9181,United Kingdom,GBR,2003-01-11,0,2003-01
9182,United Kingdom,GBR,2003-01-12,0,2003-01
9183,United Kingdom,GBR,2004-01-01,0,2004-01
9184,United Kingdom,GBR,2004-01-02,0,2004-01
9185,United Kingdom,GBR,2004-01-03,0,2004-01
9186,United Kingdom,GBR,2004-01-04,0,2004-01
9187,United Kingdom,GBR,2004-01-05,0,2004-01
9188,United Kingdom,GBR,2004-01-06,0,2004-01
9189,United Kingdom,GBR,2004-01-07,0,2004-01
9190,United Kingdom,GBR,2004-01-08,0,2004-01
9191,United Kingdom,GBR,2004-01-09,0,2004-01
9192,United Kingdom,GBR,2004-01-10,0,2004-01
9193,United Kingdom,GBR,2004-01-11,0,2004-01
9194,United Kingdom,GBR,2004-01-12,0,2004-01
9195,United Kingdom,GBR,2005-01-01,0,2005-01
9196,United Kingdom,GBR,2005-01-02,0,2005-01
9197,United Kingdom,GBR,2005-01-03,0,2005-01
9198,United Kingdom,GBR,2005-01-04,0,2005-01
9199,United Kingdom,GBR,2005-01-05,0,2005-01
9200,United Kingdom,GBR,2005-01-06,0,2005-01
9201,United Kingdom,GBR,2005-01-07,0,2005-01
9202,United Kingdom,GBR,2005-01-08,0,2005-01
9203,United Kingdom,GBR,2005-01-09,0,2005-01
9204,United Kingdom,GBR,2005-01-10,0,2005-01
9205,United Kingdom,GBR,2005-01-11,0,2005-01
9206,United Kingdom,GBR,2005-01-12,0,2005-01
9207,United Kingdom,GBR,2006-01-01,0,2006-01
9208,United Kingdom,GBR,2006-01-02,0,2006-01
9209,United Kingdom,GBR,2006-01-03,0,2006-01
9210,United Kingdom,GBR,2006-01-04,0,2006-01
9211,United Kingdom,GBR,2006-01-05,0,2006-01
9212,United Kingdom,GBR,2006-01-06,0,2006-01
9213,United Kingdom,GBR,2006-01-07,0,2006-01
9214,United Kingdom,GBR,2006-01-08,0,2006-01
9215,United Kingdom,GBR,2006-01-09,0,2006-01
9216,United Kingdom,GBR,2006-01-10,0,2006-01
9217,United Kingdom,GBR,2006-01-11,0,2006-01
9218,United Kingdom,GBR,2006-01-12,0,2006-01
9219,United Kingdom,GBR,2007-01-01,0,2007-01
9220,United Kingdom,GBR,2007-01-02,0,2007-01
9221,United Kingdom,GBR,2007-01-03,0,2007-01
9222,United Kingdom,GBR,2007-01-04,0,2007-01
9223,United Kingdom,GBR,2007-01-05,0,2007-01
9224,United Kingdom,GBR,2007-01-06,0,2007-01
9225,United Kingdom,GBR,2007-01-07,0,2007-01
9226,United Kingdom,GBR,2007-01-08,0,2007-01
9227,United Kingdom,GBR,2007-01-09,0,2007-01
9228,United Kingdom,GBR,2007-01-10,0,2007-01
9229,United Kingdom,GBR,2007-01-11,0,2007-01
9230,United Kingdom,GBR,2007-01-12,0,2007-01
9231,United Kingdom,GBR,2008-01-01,0,2008-01
9232,United Kingdom,GBR,2008-01-02,0,2008-01
9233,United Kingdom,GBR,2008-01-03,0,2008-01
9234,United Kingdom,GBR,2008-01-04,0,2008-01
9235,United Kingdom,GBR,2008-01-05,0,2008-01
9236,United Kingdom,GBR,2008-01-06,0,2008-01
